StdLng@Record_ID,Underresourced,NumberofEntries,Priority1Sources,NotStandardNote,Count@ReleaseData,masterlanguagelist,glottolog@id,ISO639,StandardLanguageName,PnyStatsLanguages::Pny8inc,Count@Concepticon,Family,Langs_Subgroups::SubgroupName,EtymologyofName,StdHomophones,Homophoneinc,Latitude,Longitude,Ascii_Name,Subgroup_ID,NumberofVarieties,note about inclusion,DateModified,LastModifiedBy,AIATSIS_Code,INC@MCTowner,Sources::ChirilaRelease,RoundedLat,RoundedLong
783,,,,,,yes,,--,Muk-Thang,,,Pama-Nyungan,Gippsland,good language,,,-37.6,147.9,MukThang,47,1,unclear what this name refers to; might be same as Ganai.,2021-06-03 15:06:10,bowern,S68,,,-37.6,147.9
96,,31,1,,,yes,kala1377,mwp,Kala Lagaw Ya,,28,Pama-Nyungan,Western Torres,this language,,,-10.3,142.23,KalaLagawYa,40,4,,2021-01-28 17:18:08,bowern,Y1,,,-10.3,142.23
868,,,,,,yes,kala1377,mwp,Kalaw Kawaw Ya,,,Pama-Nyungan,Western Torres,this language,,,-9.58,142.264,KalawKawawYa,40,,,2021-01-28 17:18:08,bowern,Y2,,,-9.58,142.26
242,,,,,,yes,wage1238,waq,Wagaman,,,Pama-Nyungan,Paman,,,,-16.85,143.2,Wagaman,30,3,added; in group with kuku Yalanji,2021-06-03 15:01:03,bowern,Y108,,,-16.85,143.2
1417,,,,,,yes,ayer1246,axe,Ayerreyenge,,,Pama-Nyungan,Arandic,,,,-21.418,137.55,Ayerreyenge,1,2,,2021-06-03 14:48:42,bowern,,,,-21.42,137.55
669,,,,,,yes,--,yxa,Mayawali,,,Pama-Nyungan,Karnic,,,,-23.25,142.1,Mayawali,14,1,,2021-06-03 14:59:46,bowern,N44,,,-23.25,142.1
1428,,,,,,yes,pama1250,--,Pama-Nyungan,,,Pama-Nyungan,,,,,,,PamaNyungan,,,,2021-06-03 15:06:10,bowern,,,,,
532,any data?,,,,,yes,ngar1283,nji,Ngarnka,,,Mirndi,Eastern Mirndi,,,,-16.45,134.6,Ngarnka,68,2,,2021-01-28 17:18:08,bowern,N121,,,-16.45,134.6
1456,check,14,,,,yes,mari1419,zmt,Marringarr,,5,Western Daly,,,,,-14.1,129.85,Marringarr,,3,,2021-01-28 17:18:08,bowern,,,,-14.1,129.85
1458,,893,,,0,yes,gaga1251,gbu,Gagudju,,,Arnhem,,,,,-12.37,132.53,Gagudju,,2,,2021-06-03 14:44:03,bowern,,,Phase 3,-12.37,132.53
1236,,382,382,,0,yes,amar1271,amg,Amurdak,17,,Iwaidjan,,,,,-12.1,132.89,Amurdak,,1,,2021-01-28 17:18:08,bowern,N47,,Phase 3,-12.1,132.89
1467,,,,,,yes,gari1253,ilg,Garig,,,Iwaidjan,,,,,-11.15,132.55,Garig,,2,,2021-01-28 17:18:08,bowern,,,,-11.15,132.55
906,,,,,,yes,ilga1238,ilg,Ilgar,,,Iwaidjan,,,,,-11.1,132.85,Ilgar,,1,,2021-01-28 17:18:08,bowern,N184*,,,-11.1,132.85
1470,,,,,,yes,mart1254,zmg,Mati Ke,,,Western Daly,,,,,-14.05,129.75,MatiKe,,3,,2021-01-28 17:18:08,bowern,,,,-14.05,129.75
1471,,1357,1357,,,yes,wadj1254,wdj,Batjjamalh,17,,Daly,,,,,-13.08,130.18,Batjjamalh,,2,,2021-06-03 14:45:44,bowern,,,,-13.08,130.18
996,,,,,,yes,giyu1238,giy,Giyug,,,Daly,,,,,-13.18,130.05,Giyug,,1,,2021-01-28 17:18:08,bowern,N226*,,,-13.18,130.05
853,,,,,,yes,--,xrq,Karranga,,,Non-Pama-Nyungan Isolate,,,,,-16.4,130.95,Karranga,,2,"no data, Pat McConvell says Ngumpin variety",2021-06-03 14:48:35,bowern,C33*,,,-16.4,130.95
82,,375,0,,3,yes,wuln1239,wux,Wulna,,229,Darwin Region,Limilngan,,,,-12.6,131.6,Wulna,67,3,,2021-01-28 17:18:08,bowern,N29,,Phase1,-12.6,131.6
1045,,393,393,,,yes,erre1238,err,Erre,17,307,Giimbiyu,,,,,-12.3,133,Erre,,1,,2021-01-28 17:18:08,bowern,N55,,,-12.3,133
1487,,502,502,,,yes,urni1239,urc,Urningangga,17,385,Giimbiyu,,,,,-12.52,133.05,Urningangga,,2,,2021-01-28 17:18:08,bowern,,,,-12.52,133.05
654,,476,476,,,yes,mang1382,zme,Mangerr,,370,Giimbiyu,,,,,-12.47,132.9,Mangerr,,2,,2021-01-28 17:18:08,bowern,N53,,,-12.47,132.9
402,,,,,,proto,,,pArandic,P,,Pama-Nyungan,,0,,,-22.8,134.4,pArandic,,1,,2021-01-28 17:18:08,bowern,,,,-22.8,134.4
418,,10196,10187,also in there as Pintupi,0,yes,pint1250,piu,Pintupi-Luritja,y,2114,Pama-Nyungan,Wati,,,,-23.10008732225824,128.3208827588909,PintupiLuritja,38,3,,2021-01-28 17:18:08,bowern,C10,,,-23.1,128.32
371,,447,377,,0,proto,,,pPaman,P,307,Pama-Nyungan,,0,,,-15.6,148.9,pPaman,,3,,2021-01-28 17:18:08,bowern,,,,-15.6,148.9
1505,,,,,,yes,,,Og-Awvrrvngk,,,Pama-Nyungan,Paman,,,,,,OgAwvrrvngk,30,,,2021-01-28 17:18:08,bowern,,,,,
70,,396,86,,1,yes,yadh1237,,Yadhaykenu,x,322,Pama-Nyungan,Paman,,,,-11.463,142.735,Yadhaykenu,30,5,uncombind with uradhi,2021-01-28 17:18:08,bowern,,,Phase1,-11.46,142.74
1509,,,,,,yes,,,Ntrwa'ngayth,,,Pama-Nyungan,Paman,,,,,,Ntrwangayth,30,,,2021-01-28 17:18:08,bowern,,,,,
660,,66,0,,1,yes,,?dhg,Urratjingu,,61,Pama-Nyungan,Paman,,,,,,Urratjingu,30,5,,2021-01-28 17:18:08,bowern,,,Phase1,,
1511,,,,combined w. 1171,,yes,gunw1252,gup,Mayali,,,Gunwinyguan,,"mind, thought, idea, language",,,-12.25,133.65,Mayali,,,,2021-01-28 17:18:08,bowern,,,,-12.25,133.65
294,,1206,,,0,yes,tjup1235,,Tjupany,v3,624,Pama-Nyungan,Wati,straight,,,-26.5,119.4,Tjupany,38,1,,2021-06-03 14:50:31,bowern,,,closed,-26.5,119.4
1514,,,,,,yes,,,Ngara:ngwal,,,Pama-Nyungan,Bandjalangic,,,,,,Ngara:ngwal,2,1,,2021-01-28 17:18:08,bowern,,,,,
1517,,1,,,,proto,,,Proto-Australian,,1,,,,,,,,ProtoAustralian,,1,,2021-01-28 17:18:08,bowern,,,,,
1554,,342,0,,,yes,awab1243,awk,NrN (Steele Source),L,240,Pama-Nyungan,Yuin-Kuri,omit,,,-33.09,151.588,NrN,44,1,,2021-01-28 17:18:08,bowern,,,,-33.09,151.59
484,,5270,671,,,yes,nyan1301,nna,Northern Nyangumarta,y,1998,Pama-Nyungan,Marrngu,English,,,-20.49615824880148,122.2137446641858,NorthernNyangumarta,21,3,,2021-01-28 17:18:08,bowern,A61,,,-20.5,122.21
412,,9810,9803,,,yes,pitj1243,pjt,Pitjantjatjara-Yankunytjatjara,,2201,Pama-Nyungan,Wati,go-having,,,-25.97129593973661,130.0189561520295,PitjantjatjaraYankunytjatjara,38,5,,2021-01-28 17:18:08,bowern,C6,,,-25.97,130.02
380,,2,2,,,proto,,,Proto-Ngumpin-Yapa,,1,Pama-Nyungan,,,,,,,,,2,,2021-01-28 17:18:08,bowern,,,,,
390,,,,,,proto,,,Proto-Kulin,,,Pama-Nyungan,,,,,,,,,1,,2021-01-28 17:18:08,bowern,,,,,
354,,9,10,,,proto,,,Proto-Yolŋu,,11,Pama-Nyungan,,,,,,,,,2,,2021-01-28 17:18:08,bowern,,,,,
1213,check,73,73,,,yes,awng1245,gwm,Awngthim,,62,Pama-Nyungan,Paman,,,,-12.67,141.96,Awngthim,30,2,,2021-06-03 14:59:42,bowern,,,,-12.67,141.96
143,,,,,,yes,wike1239,wie,Wik-Epa,,,Pama-Nyungan,Paman,,,,,,WikEpa,30,2,,2021-01-28 17:18:08,bowern,,,,,
109,,907,701,,2,yes,wadi1260,xwd,Wadi-wadi,L,257,Pama-Nyungan,Kulin,0,,,-36.8,144.38,Wadiwadi,16,7,,2021-06-03 15:01:50,bowern,,,Phase 2,-36.8,144.38
1581,,672,759,From Sutton 2001 FYO article,,yes,,,Anathangayth,v3,381,Pama-Nyungan,Paman,,,,,,Anathangayth,30,1,,2021-01-28 17:18:08,bowern,,,,,
1589,,10,10,,1,proto,,,Proto-Western Karnic,,7,Pama-Nyungan,,,,,,,,,1,,2021-01-28 17:18:08,bowern,,,Phase1,,
1594,,725,725,,0,yes,--,ayd,Yityingka,,,Pama-Nyungan,Paman,,,,,,Yityingka,30,1,"Coastal Ayabadhu, but distinct enough selon Rigsby to warrant new item",2021-06-03 14:55:12,bowern,,,Phase 3,,
