Name,Glottocode,Glottolog_Name,layer,family,dialect,description,glottolog_comment
Wik-Paacha,wikn1245,Wik-Ngathana,Paman,,,
Wik-Ep,wike1239,Wik-Epa,Paman,,y,
Wik-Ngathan,wika1238,Wikalkan,Paman,,,
Wik Me'anh,wikm1246,Wik-Me'anha,Paman,,,
Pakanh,paka1251,Pakanha,Paman,,,
Kuuk Yak,kuuk1243,Kuuk-Yak,Paman,,,
Kuuk Thaayorre,thay1249,Thayore,Paman,,,
Yintyingka,ayab1239,Yintyinka-Ayabadhu,Paman,,,
Umpithamu,umbi1243,Umbindhamu,Paman,,,
Umbuygamu,umbu1256,Umbuygamu,Paman,,,
Rimanggudinhma,mbar1253,Rimanggudhinma,Paman,,,
Walangama,wala1263,Walangama,Paman,,,
Agwamin,wami1239,Wamin,Paman,,,
Takalak,taga1279,Tagalaka,Paman,,,
Athima,athi1234,Athima,Paman,,,
Ikarranggal,ikar1243,Ikaranggal,Paman,,,
Uw Oykangand,oyka1239,Oykangand,Paman,,,
Ogunyjan,kawa1290,Kawarrang-Ogh Undjan,Paman,,,
Koko-Babángk,koko1273,Koko Babangk,Paman,,,
Menthe,amii1238,Ami,Western Daly,NonPNy,y,
Yunggurr,kamu1258,Kamu,Eastern Daly,NonPNy,y,
Pungupungu,pung1239,Pungupungu,Anson Bay,NonPNy,y,
Maranunggu,mara1386,Maranunggu,Western Daly,NonPNy,,
Tyerraty,tyar1236,Tyaraity,Northern Daly,,,
Ngan'gikurunggurr,nang1259,Nangikurrunggurr,Southern Daly,NonPNy,y,
Marrithiel,mari1424,Marithiel,Western Daly,NonPNy,,
Marri Tjevin,mari1421,Maridjabin,Western Daly,NonPNy,y,
Marri Dan,mari1422,Maridan,Western Daly,NonPNy,y,
Winjarumi,winj1235,Winjarumi,Worrorran,NonPny,,
Nyaanyatjarra,ngaa1240,Ngaanyatjarra,Western Desert,,,
Tjupan,tjup1235,Tjupan,Western Desert,,,
Ngaanyatjarra,ngaa1240,Ngaanyatjarra,Western Desert,,,
Kuwarra,,,Western Desert,,y,
Cundeelee Wangka,,,Western Desert,,y,
Yetimarala,east2716,Eastern Maric,Maric,,,
Wapabara,dhar1248,Dharumbal,Dharumbal,,,
Ara-ara,gayi1238,Gayiri,Maric,,,
Gara-gara,gayi1238,Gayiri,Maric,,y,
Yandjibara,yand1261,Yandjibara,Maric,,,
Dharawala,bidy1243,Bidyara,Maric,,,
Ngaro,giya1234,Giya,Maric,,,
Wilyakali,wilj1239,Wiljakali,Paakantyi,,y,
Paakantyi,darl1243,Paakantyi,Paakantyi,,,
Omeo language,sout2770,Southern Inland Yuin,Yuin-Kuri,,,
Yu-Yu,uppe1415,Upper Riverland,LowerMurray,,,
Dharumba,dhur1239,Dhurga,Yuin-Kuri,,,
Copmanhurst Langugae,yuga1244,Yugambal,Bandjalangic,,,
Gold Coast Pimpana,pimp1234,Pimpana,Bandjalangic,,,
Condamine- Upper-Clarence,cond1242,Condamine-Upper Clarence Bandjalang,Bandjalangic,,,
Middle Clarence,midd1357,Middle Clarence Bandjalang,Bandjalangic,,,
Lower Richmond,lowe1444,Lower Richmond,Bandjalangic,,,
Tweed-Albert,twee1234,Tweed-Albert,Bandjalangic,,,
Guyambal,yuga1244,Yugambal,Bigambalic,,,
Gugu Wakura,yala1261,Yalandyic,Paman,,y,
Koogobatha,kunj1245,Kunjen,Paman,,,
Awu Alaya,ikar1243,Ikaranggal,Paman,,,
Ogh-Alungul,alay1234,,Paman,,,,https://aiatsis.gov.au/austlang/language/y199 Matched to Glottolog subgroup based on Alpher.
Koko Dhawa,koko1272,Koko Dhawa,Paman,,y,
Ogh Awarrangg,ogha1238,Ogh Awarrangg,Paman,,,
Agu Aloja,alay1234,,Paman,,,,https://aiatsis.gov.au/austlang/language/Y219 Matched to Glottolog subgroup based on Alpher.
Ogh-Angkula,alay1234,,Paman,,,,https://aiatsis.gov.au/austlang/language/y197 Matched to Glottolog subgroup based on Alpher.
Wik Iyanh,wiki1239,Wik-Iiyanh,Paman,,,
Uw El,oyka1239,Oykangand,Paman,,y,,"https://aiatsis.gov.au/austlang/language/y207 Sommer (1971-1974) collected some data, and he treats it as a dialect of Oykangand Y101 (2007 p.c.)"
Yirrk Thangalkl,gugu1254,Gugubera,Paman,,,
Southern Kaantju,kanj1260,Kanju,Paman,,,
